题目T1,作者A1,地址AD,年份YR
一种基于新型存储的数字图书馆分布式大数据存储架构,陈臣;,兰州商学院信息中心;,2015
大数据时代图书出版业面临的机遇与挑战,刘银娣;,华南理工大学新闻与传播学院;,2015
语义角色标注及其在科技情报分析中的应用研究,祝娜;王效岳;白如江;,山东理工大学图书馆;,2015
基于读者需求的高层知识人员引进创新研究,姜勇峰;肖可以;王君;,湘潭大学图书馆;,2015
数字时代目录学理论体系的形式与内容分析,王锰;郑建明;陈雅;,南京大学信息管理学院;,2015
数据媒体刍议,杭敏;吴亮;王洋;,清华大学新闻与传播学院;清华大学传媒经济与管理研究中心;新华社;瞭望智库;新华社瞭望智库产品与创新中心;,2015
大数据时代APP电子期刊的分众传播趋势探索,秦旭剑;,吉林艺术学院新媒体学院;,2015
大数据时代出版业更应强化读者阅读意识,黄晓新;,中国新闻出版研究院党委;,2015
证券投资情报分析的原理和方法研究,王家军;,中国人民大学信息资源管理学院;,2015
宏观视角看银行财务风险,边东平;,财政部驻吉林省财政监察专员办事处;,2015
人类时空间行为数据观测体系架构及其关键问题,柯文前;俞肇元;陈伟;王晗;赵珍珍;,南京师范大学地理科学学院;江苏省地理信息资源开发与利用协同创新中心;东北师范大学地理科学学院;南京大学地理与海洋科学学院;,2015
面向社会发展的城乡规划:规划转型的方向,王兴平;,东南大学建筑学院;东南大学区域与城市发展研究所;中国城市规划学会城市规划历史与理论学术委员会;,2015
2~n值命题演算的语义及其在大数据中的应用,洪龙;,南京邮电大学计算机学院;软件开发环境国家重点实验室;,2015
大数据时代政府智慧治理面临的挑战及对策研究,杨冬梅;,中共黑龙江省委党校公共管理教研部;,2015
大数据背景下网络信息的伦理失范、原因及对策,宋振超;黄洁;,南京邮电大学;,2015
《大数据时代的国家治理》,陈潭1;,NA,2015
“云物大智”与政府治理模式探索,陈立;,国家行政学院;,2015
大数据助力法律监督,白建军;,北京大学法学院;,2015
从政府信息公开到政府数据开放,胡小明;,中国信息协会;,2015
以改革创新精神推动智慧政务发展,张定安;,中国行政管理学会;全国政府绩效管理研究会;中国行政管理杂志社;,2015
xAPI——新一代学习技术规范引领智慧教育新标准,唐烨伟;赵桐;王伟东;,东北师范大学信息与软件工程学院;,2015
量化自我技术支持的未来学习构想与实现,张婷;李子运;,江苏师范大学教育研究院;,2015
融入“适应性”的教育游戏结构设计模型及实验研究,李馨;,中央电化教育馆中国电化教育杂志社;,2015
大数据时代对传统新闻媒体的颠覆与嬗变,朱金莉;,《当代广西》杂志社编辑部;,2015
基于网络搜索数据的消费者信心指数预测研究——以台湾地区为例,刘伟江;李映桥;,吉林大学数量经济研究中心;,2015
省域高等教育科学发展评价的功能定位与技术创新,孙新宇;王少媛;,辽宁教育研究院;,2015
高校网络圈群的特征及其舆情治理研究,段洪涛2;赵欣;,上海交通大学网宣办;上海交通大学马克思主义学院;,2015
带权Bernstein基的对偶泛函在时序相似性度量中的应用,钟绍军;刘洪;,中南财经政法大学统计与数学学院;湖北科技学院数学与统计学院;,2015
数据新闻生产价值困境,凌霞;,北京邮电大学;,2015
2014年美国电子书产业发展概况,李欣人;徐静瑶;,山东大学文学与新闻传播学院;,2015
浙江省社会科学信息学会召开2014年度学术年会,杨蔚琪;,浙江省社会科学信息学会;,2015
联邦检索研究综述,杨海锋;陆伟;,武汉大学信息管理学院;江西理工大学应用科学学院;,2015
科学家国际化识别研究,孙坦;黄金霞;张建勇;黄永文;,中国科学院文献情报中心;,2015
大数据环境下图书馆实体音视频资源建设探讨,赵琨;,中国国家图书馆;,2015
基于用户行为信息的知识组织模型构建研究,吴恺;苏新宁;郑昌兴;,南京大学信息管理学院;江苏省数据工程与知识服务重点实验室(南京大学);南京政治学院基础部;,2015
大数据背景下Web新型学科资源共享与开发研究,王兰成;黄永勤;,南京政治学院上海校区军事信息管理系;,2015
结合替代计量学的数字图书馆知识服务新模式,魏思廷;,枣庄学院图书馆;,2015
“互联网思维”之思维,黄升民;刘珊;,中国传媒大学广告学院;,2015
2014年中国广播发展图景,孟伟;,中国传媒大学传播研究院欧洲传媒研究中心;,2015
大数据时代下网络编辑新思维,李林容;,西南政法大学全球新闻与传播学院;,2015
全媒体背景下区域信息生态现状调查及改善策略——以浙江省金华市为例,金璐;金明生;,浙江省金华日报报业传媒集团;浙江师范大学图文信息中心;,2015
“数据驱动”与“叙述驱动”:数据新闻生产的双重动力,王强;,四川大学文学与新闻学院;闽南师范大学新闻传播学院;,2015
论质量技术监督大数据,吴行惠;刘建;张东;王光昕;,山东省质量技术监督局信息中心;,2015
余额宝的服务创新模式研究——基于四维度模型的解释,张瑾;陈丽珍;,江苏大学财经学院;,2015
互联网金融对农村金融的启示,刘志平;,中国人民银行临汾市中心支行;,2015
数字银行的国际趋势,沈一飞;姜晓芳;,金融信息化研究所;,2015
“丝绸之路经济带”能源合作现状及路径研究,郭菊娥;王树斌;夏兵;,西安交通大学管理学院;,2015
互联网金融发展的驱动因素和策略——基于长尾理论视角,霍兵;张延良;,山东大学经济学院;山东财经大学金融学院;,2015
借鉴大数据相关关系  提升信贷审批前瞻性,江明哲;,中国建设银行上海市分行;,2015
浅析集团公司财务信息安全防范措施,袁曙民;,北京京仪科技股份有限公司;,2015
基于生态位理论的绿色供应链知识动态嵌入机制研究,张轶;姚树俊;,陕西师范大学国际商学院;西安财经学院管理学院;,2015
大数据时代的新媒体文学研究,徐杰;,西南民族大学文学与新闻传播学院;,2015
大数据时代的汉语研究应对,张平;彭海燕;,湖南大学中国语言文学学院;,2015
当前我国社会整合的基本态势与应对方略,刘锋;,北京大学马克思主义学院;,2015
完善我国价格决策公众参与的路径选择,张瑞平;,复旦大学国际关系与公共事务学院;,2015
大数据平台下的社会稳定风险评估:研究前瞻与应用挑战,刘泽照;朱正威;,西安交通大学公共政策与管理学院;,2015
国际电子政务发展趋势及经验借鉴,王璟璇;杨道玲;,国家信息中心信息化研究部;,2015
大数据背景下数字资源智慧服务门户的构建及关键技术研究,陈巧;丁卫泽;,南通大学;,2015
大数据时代高校网络思想政治教育的价值维度与实现方式,崔海英;,华东师范大学信息科学技术学院;,2015
数据新闻:社会精英话语权的消解,曾庆香;侯雪琪;,中国传媒大学新闻学院;,2015
量化自我技术教育应用的现状和趋势研究,张枝实;张吉先;林卉;,浙江广播电视大学;,2015
“慕课”:高校思想政治教育面临的新挑战,高地;,东北师范大学思想政治教育研究中心;,2015
典籍英译作者身份识别研究,祁瑞华;霍跃红;郭旭;刘彩虹;,大连外国语大学计算机教研部;大连外国语大学英语学院;,2015
我国机构知识库网络影响力研究,李铭;翁淳光;,重庆医科大学医学信息学院;重庆医科大学图书馆;,2015
基于云计算的客户知识共享资源库平台构建,黄章树;李宝玉;陈翠萍;,福州大学经济与管理学院;,2015
面向TRIZ的专利自动分类研究,胡正银;方曙;文奕;张娴;梁田;,中国科学院成都文献情报中心;中国科学院大学;,2015
我国知识交流研究现状分析,杨瑞仙;,郑州大学信息管理学院;,2015
创新型可视化数据服务——上海图书馆的实践,杨佳;梁永平;,上海图书馆;,2015
数据可视化在上海图书馆数据展示服务中的应用,赵斌;,上海图书馆;,2015
面向资源架构的数字图书馆,唐明伟;蒋勋;,南京审计学院管理科学与工程学院;南京大学信息管理学院;,2015
群体性事件中的媒体协调与整合功能,马妍妍;,浙江树人大学人文学院;,2015
微博语境下大数据“技术神话”的建构与批判,何睿;,中国人民大学新闻学院;,2015
期刊产业数字化传播十年特征解析——基于龙源期刊TOP100十年数据的分析,祝兴平;,中央财经大学新闻传播系;龙源期刊网络传播研究中心;,2015
云模式下出版发行行业供应链信息协同,石彤;,北京联合大学商务学院;,2015
生产性服务业促进制造业升级的机制分析——基于全球价值链视角,白清;,中国社会科学院研究生院财贸经济系;,2015
大数据挖掘的隐私风险及应对策略,胡水晶;,上海政法学院法律学院;,2015
色谱经济分析法研究述评,游士兵;曾恒;金嘉懿;,武汉大学经济与管理学院;,2015
进一步提高笑点,俞肖云;,河南省统计局;,2015
基于体感技术的京剧声场的数字化构建和再现,欧剑;王妍;,哈尔滨工业大学媒体技术与艺术系;,2015
从电视剧《红高粱》看大数据时代影视剧审美维度的差异化,朱旭辉;,绥化学院;,2015
用互联网思维创作专业纪录片——兼评《互联网时代》,赖黎捷;,重庆师范大学传媒学院;,2015
大数据时代民族文化传播创新探索,赵世环;,徐州工程学院;,2015
云计算对公共管理的影响——以美国联邦政府云计算战略为例,高奇琦;,中央编译局;华东政法大学政治学研究所;,2015
论国家治理商数,江必新;邵长茂;,中南大学法学院;,2015
“云治理”:大数据时代社会治理的新模式,李振超1;鲍宗豪;,同济大学马克思主义学院;华东理工大学人文科学研究院;上海师范大学都市文化研究中心;,2015
大数据技术在社会治理中的价值定位——以网络民主为例,李传军;李怀阳;,中国人民大学公共管理学院;中国建筑材料科学研究总院;,2015
中国开放政府数据发展策略浅析,孙艳艳;吕志坚;,北京市科学技术情报研究所;,2015
MOOC有效教学的实施路径选择——基于国外MOOC教师的视角,郑燕林;李卢一;,东北师范大学计算机科学与信息技术学院;东北师范大学教育学部;,2015
MOOCs:从缘起演变到实践新常态——兼论“创客”、“互联网+”时代的发展机遇与挑战,姜强;赵蔚;,东北师范大学计算机科学与信息技术学院;,2015
我国高等教育MOOC平台及技术问题研究,杨玲;杨海平;,"南京大学信息管理学院,出版研究院;",2015
本科课程评估结果群体特征研究,董礼;薛珊;卢晓东;,北京大学教务部评估办公室;国家教育行政学院教研部;北京大学教务部;,2015
大数据时代对当代统计学教育的挑战,刘春杰;,遵义师范学院 数学与计算科学学院;,2015
问题与争议:社交媒体和新闻传播的多元视角研究,殷乐;曾国华;时统宇;张建珍;张化冰;薛海强;John Whbey;,NA,2015
融合发展的现状认知与路径思考——以传统出版单位为视角,张新新;,地质出版社;,2015
加州数字图书馆数据管理计划工具研究及思考,吴海茹;,南京师范大学泰州学院图书馆;,2015
面向数据密集型科学研究的数据资源云平台构建,邓仲华;王鹏;李立睿;,武汉大学信息管理学院;,2015
移动用户信息行为研究进展,程秀峰;毕崇武;,华中师范大学信息管理学院;,2015
城市信息化文献综述——从信息港、数字城市到智慧城市,张元好;曾珍香;,河北工业大学廊坊分校;河北工业大学经济管理学院;,2015
大数据环境下高校信息共享空间服务功能拓展研究,张国杰;陈喜红;,广东第二师范学院图书馆;,2015
大数据时代的纳税评估信息采集模式,何家凤;何少武;,江南大学商学院;广东东莞市地方税务局塘厦税务分局;,2015
如何通过互动提升观众的电视媒介素养——以《一年级》为例,唐旭;,重庆师范大学文学院;,2015
大数据驱动下的媒体融合4.0时代,史建华;,北大方正电子有限公司;,2015
大数据时代新旧媒体之碰撞与融合,张学霞;拓守君;,北方民族大学文史学院传播系;北方民族大学电信学院;,2015
上下级关系对销售人员价值观的影响机制——基于信任理论的视角,彭雷清;黄嘉欣;,广东财经大学工商管理学院;,2015
银行会计业务集中处理模式,谢萍;周丹丹;,山东农业工程学院;中冶建筑研究总院有限公司;,2015
大数据下的个人征信业,陈冠霖;,西安科技大学;,2015
大数据条件下金融风险测度的方法,马薇;卢英;刘月月;,天津财经大学理工学院;,2015
管理会计:大道至简,王满;,东北财经大学会计学院/中国内部控制研究中心;,2015
基于G2B共享信息中介的异源信息信任形成研究,宋媚;张朋柱;范静;,江苏师范大学计算机科学与技术学院;上海交通大学安泰经济与管理学院MIS研究中心;北京外国语大学国际商学院;,2015
智慧旅游视域的区域旅游预警系统研究以“外滩踩踏事件”为背景,王玉玲;翁畅平;汪惠萍;,安徽广播影视职业技术学院;安徽大学艺术与传媒学院;,2015
跨媒介与文化消费的新表达,雍文昴;,NA,2015
大数据时代诚信机制建设的机遇、特点与路径,熊富标;,华中师范大学马克思主义学院;,2015
中国学生英语短语重音特点研究,陈桦;王馨敏;,南京大学大学外语部;深圳市外事办公室;,2015
《马克思恩格斯选集》的学术影响力分析——基于CSSCI数据(2002—2012)的实证研究,赵立敏1;刘雨琦;史晨;孙乐强;张亮;,南京大学哲学系;,2015
机遇和挑战:大数据时代中国国家治理的双面境遇,徐琳;,武汉大学政治与公共管理学院;,2015
大数据在突发公共事件网络舆情信息工作中的应用,张宁熙;,广西壮族自治区人民政府办公厅电子政务中心;,2015
智能制造:全球趋势与中国战略,吕铁;韩娜;,中国社会科学院工业经济研究所;中国电子信息产业发展研究院;,2015
数据技术时代“方法专利”的专利适格性判断——兼评USPTO 2014关于专利客体适格性的暂行指南,齐爱民;程国徽;,重庆大学法学院;,2015
新闻业应用大数据:展望、误区与对策,张超1;钟新;,山东大学(威海)文化传播学院;中国人民大学新闻学院;,2015
大数据时代的教育变革:挑战、趋势及风险规避,胡弼成;邓杰;,湖南大学教育科学研究院;,2015
大数据时代的大学生就业工作探析,李鹏;蔡治廷;,中国矿业大学;,2015
互联网金融背景下商业银行的融合发展路径——基于竞争优势的分析,翟永会;,河南师范大学商学院;,2015
智能技术支持下的智慧学习——GCCCE2014会议回顾与述评,李华;段建彬;许旱年;,西北师范大学教育技术学院;,2015
基于LBS的移动电子商务营销模式及趋势,姜海洋;曾剑秋;,北京邮电大学经济管理学院;,2015
数据新闻可视化设计的反思与创新路径——以2014“数据新闻奖”作品为例,王秀丽;王天定;,西安外国语大学新闻与传播学院;,2015
引进类科技图书的市场化突围——以“R语言应用系列丛书”为例,李颖;贺峰涛;,西安交通大学出版社;,2015
大数据时代的出版创新,张军;,中国少年儿童新闻出版总社;,2015
阅读大数据——图书馆联合体的创新型数据服务探索,徐强;杨佳;,上海图书馆·上海科学技术情报研究所系统网络中心;,2015
公共数字图书馆服务呈现与展演研究,王雪梅;卢锋;谢竹峰;,四川传媒学院教务处;四川省文化厅;四川省图书馆;,2015
数据耕耘理论及其大数据知识服务视角解读,张兴旺;,桂林理工大学图书馆;中山大学资讯管理学院;,2015
大数据时代学科服务理念创新,黄红梅;,大连外国语大学图书馆;,2015
基于大数据的电视综艺节目精准营销,任锦鸾;李涛;李波;,中国传媒大学经济与管理学院;中国传媒大学理工学部;,2015
大数据环境下数字图书馆的基本职能,王锰;郑建明;陈雅;,南京大学信息管理学院;,2015
厦大新闻学茶座(5)  黄合水教授:解读新闻中的新闻,毛章清;张至谦;,厦大新闻研究所秘书处;,2015
“互联网+”时代传统电视媒体的融合转型,王晓;,国家新闻出版广电总局信息中心;,2015
大数据技术与数字出版模式研究,洪云;,西安外事学院文学院传媒系;,2015
大数据下的互联网金融创新发展模式,杜永红;,西京学院;,2015
超高频数据的日内效应调整方法研究,王维国;佘宏俊;,东北财经大学数学与数量经济学院;,2015
审计“全覆盖”的工作机制探析,付忠伟;黄翠竹;张百平;马丽娟;,辽宁省审计厅;辽宁省审计科研所;阜新市审计局;,2015
互联网金融与普惠金融的理论及现实悖论,丁杰;,广东财经大学金融学院;,2015
跨境电子商务通关制度的国际比较及其完善路径研究,李海莲;陈荣红;,对外经济贸易大学公共管理学院;,2015
电动汽车共享系统(EVSS)研究,叶瑞克;朱方思宇;范非;鲍健强;,浙江工业大学政治与公共管理学院;,2015
互联网金融的SWOT分析及其战略选择——以余额宝为例,张瑾;陈丽珍;张道海;罗建强;,江苏大学财经学院;,2015
大数据时代艺术教育模式探索,李四达;,北京服装学院艺术设计学院;,2015
基于微博的西安市居民夜间活动时空分布研究,陈宏飞;李君轶;秦超;刘广;孙九林;,陕西师范大学旅游与环境学院;陕西师范大学网络信息中心;中国科学院地理科学与资源研究所;,2015
“互联网+”与中国电影格局的提升,饶曙光;鲜佳;,中国电影家协会;上海大学影视艺术技术学院;,2015
从“受众本位”的视角看大数据时代的电影营销,周宾;,天津工业大学人文与法学院;,2015
论大数据在广电系统中的应用——基于技术层面的思考,石蓉蓉;,兰州商学院;,2015
政治算法、“幻影公众”与大数据的政治逻辑,袁光锋;,南京大学新闻传播学院;,2015
“被遗忘权”之争:大数据时代的数字化记忆与隐私边界,袁梦倩;,NA,2015
正确认识“国家治理”的科学内涵,余渊;,武汉大学法学院;,2015
网络数据安全与公民个人信息保护的刑法完善,李源粒;,马普外国刑法与国际刑法研究所;,2015
论法治中国建设背景下的中国国际法研究,肖永平;,武汉大学法学院;,2015
开放政府数据的价值创造机理:生态系统的视角,郑磊;,复旦大学国际关系与公共事务学院数字与移动治理实验室;,2015
中国开放政府数据平台研究:框架、现状与建议,郑磊;高丰;,复旦大学国际关系与公共事务学院数字与移动治理实验室;开放数据中国;,2015
面向用户利用的开放政府数据平台:纽约与上海比较研究,徐慧娜;郑磊;,复旦大学国际关系与公共事务学院数字与移动治理实验室;,2015
互联网+、国家治理与公共政策,黄璜;,北京大学政府管理学院;北京大学政治发展与政府管理研究所;,2015
论国家治理视角下的民商事登记局,申惠文;,郑州大学法学院;,2015
浅谈信息化时代背景下教育现代化的深化,舒悦;,佛山市教育科学研究所;,2015
“互联网+”校园:高校智慧校园建设的新阶段,吴旻瑜;刘欢;任友群;,华东师范大学教育学部;华东师范大学信息化办公室;,2015
大数据时代校本教研转型策略及路径,王洪亮;,苏州工业园区星海小学;,2015
高校拔尖创新人才培养中的社会主义核心价值观培育,肖国芳;彭术连;,上海交通大学材料科学与工程学院;上海交通大学船舶海洋与建筑工程学院;,2015
借用学习分析提高教师网络学习效益,刘彩祥;邵明亮;,曲阜师范大学教师教育学院;山东省济宁市第十四中学;,2015
品牌会员自媒体营销传播体系构建研究,李晓英;周笑;,上海应用技术学院经济与管理学院;复旦大学新闻学院;,2015
大数据影响下的知识服务应用模式之变革,东方;,湖南衡阳师范学院图书馆;,2015
云环境下科学工作流的溯源数据收集和查询框架研究,魏银珍;邓仲华;,武汉大学信息管理学院;,2015
科技知识组织体系版本管理系统设计与实践应用,刘丹军;付鸿鹄;文奕;胡正银;杨宁;向彬;钱力;刘春江;,中国科学院成都文献情报中心;中国科学院文献情报中心;中国科学院大学;,2015
智慧旅游背景下的公共信息服务战略研究,贾鸿雁;,东南大学人文学院;,2015
基于信息链分析的区域高校图书馆协同工作机制研究,马媛;,天津师范大学社科处;,2015
知识科学视角下国际知识融合研究进展与趋势,邱均平;余厚强;,武汉大学中国科学评价研究中心;武汉大学信息管理学院;,2015
新闻传播的跨界与转型,金鑫;,重庆新闻学院;重庆师范大学传媒学院;,2015
大数据背景下手机电视的发展策略,冯运生;,洛阳师范学院新闻与传播学院;,2015
大数据背景下数字出版的新思维,邓若伊;罗玉婷;,重庆工商大学文学与新闻学院;,2015
农信社要融入互联网金融,程远;,安徽省桐乡农信联社;,2015
基于众包的我国旅游物流网络构建研究,涂淑丽;,江西财经大学工商管理学院;,2015
互联网大数据创新的基础设施及其建设思路,李天柱;吕健露;侯锡林;马佳;,辽宁科技大学工商管理学院;大连理工大学管理与经济学部;,2015
企业成长的双元模型:平台增长及其内在机理,刘江鹏;,西南财经大学企业管理研究所;山西财经大学工商管理学院;,2015
矿业环境风险预警防控机制的构建,刘卫常;康纪田;,娄底行政学院;,2015
智慧城市视角下完善反恐预警机制研究,都伊林;吴骁;,浙江警官职业学院;,2015
大数据视域下公安情报研究范式的转变,张蕾华;,山西警官高等专科学校;,2015
运用辩证思维引领经济发展新常态,李群;,中共山东省委;青岛市委;,2015
完善政府统计部门信息化管理职能,胡帆;,国家统计局数管中心;,2015
云环境下区域科技资源共享平台智慧服务研究,李玥;王宏起;李长云;,哈尔滨理工大学管理学院;,2015
长三角地区流动人口管理和服务问题与对策研究,樊士德;周睿;,南京审计学院经济与贸易学院;江苏省社会科学院区域发展研究中心;,2015
情报学硕士课程设置研究——我国情报学硕士企业招聘的反思,周霞;赵静;,西南科技大学经济管理学院;,2015
网络影响力预知模型:一种大数据下高校舆情监测与预警机制,柳向东;曹雨婷;李利梅;,暨南大学经济学院统计学系;暨南大学外国语学院;深圳大学校长办公室;,2015
大数据时代传统统计模式变革探析,吕欣;李鹏;,国家信息中心博士后研究工作站;,2015
社会热点事件舆论场的博弈与融合,杨礼雕;,浙江树人大学人文学院;,2015
西方媒体的“事实核查”制度及其借鉴意义,王君超;叶雨阳;,清华大学新闻与传播学院;,2015
大数据驱动与媒体融合创新,张红梅;,重庆工商大学融智学院;,2015
数据挖掘版权政策构建研究:研究型图书馆的立场,徐轩;孙益武;,复旦大学图书馆;杭州师范大学法学院;,2015
大数据环境下微信公众平台非结构化数据融合研究,郭春霞;,滨州学院图书馆;,2015
基于Multi-Agent建模的图书馆联盟资源引进决策策略仿真研究,经渊;陈雅;郑建明;,南京大学信息管理学院;浙江理工大学图书馆;,2015
基于大数据的图书馆异构数据整合机制研究,马晓亭;,兰州财经大学信息工程学院;,2015
数字出版可行模式分析,郑卫明;,青年文摘网络传媒部;,2015
基本征信数据挖掘分析,杨北京;刘新海;,中国人民大学商学院;中国工商银行总行;中国人民银行征信中心;中国人民银行金融研究所;,2015
数据驱动技术创新:能力构成模型与关键流程,张志清;李云梅;张瑞军;,武汉科技大学管理学院;,2015
大数据时代iBooks口译教材的研编与应用,许文胜;,同济大学;上海外国语大学;,2015
大数据下建国以来武汉人名面面观,王芳1;,华中师范大学语言研究所;,2015
技术经济范式视野下的“互联网+电影”新业态,刘庆振;,北京信息科技大学公共管理与传媒学院;,2015
中国近代社会史研究扫描:2014,唐仕春;,中国社会科学院近代史研究所;,2015
行政执法事务繁简分流的程序构建——以s市s局的执法数据为研究对象,石珍;,重庆市大渡口区人民法院研究室;,2015
公安综合情报部门的发展困境与战略转向,吕雪梅;,山东警察学院;,2015
大数据时代政府信息系统协同运行研究——基于组织结构的视角,俞晓波;,上海市浦东新区行政学院;,2015
新闻媒体融合发展的著作权之维——以聚合类移动新闻客户端为分析样本,王国柱;,吉林大学法学院;,2015
联通主义学习中教学交互研究的价值与关键问题,王志军;陈丽珍;,江南大学教育信息化研究中心;北京师范大学远程教育研究中心;,2015
基于MOOC教育模式的深度学科馆员服务创新,张文娟;,河南师范大学图书馆;,2015
大型体育场馆动态监测体系研究,李震;郭敏;陈元欣;陈苗;,华中师范大学体育学院;武汉商学院体育学院;,2015
基于“互联网+”B2C电商企业与传统零售企业创新发展战略研究,李晓磊;,山东管理学院工商学院;,2015
网络用户劳动与媒介资本价值——基于美国社交新闻媒体Reddit的案例分析,郑忠明;江作苏;,武汉大学新闻与传播学院;华中师范大学新闻传播学院;,2015
媒介再造——媒介融合的本质探析,党东耀;,广西大学新闻传播学院;,2015
科技与创新研究:回顾、现状与展望,陈凯华;寇明婷;,中国科学院科技政策与管理科学研究所;中国科学院大学经济与管理学院;,2015
大数据时代传统出版企业与电商平台的融合策略研究——以青岛出版集团为例,于志涛;韦文杰;,重庆第二师范学院;,2015
面向技术预见的技术竞争情报系统研究,王小云;许鑫;,华东师范大学商学院;,2015
大数据与图书馆信息服务工作的变革,沈杰;,浙江中医药大学图书馆;,2015
加州数字图书馆科研数据工具DataUp介绍及启示,刘国强;,天津工业大学图书馆;,2015
数据密集型科研环境下的知识组织与导航模式研究,黄如花;李白杨;,武汉大学信息资源研究中心;武汉大学信息管理学院;,2015
序,李爱国;,东南大学图书馆;,2015
情报服务迈向3.0时代,吴晨生;李辉;付宏;张惠娜;侯元元;,北京市科学技术情报研究所;,2015
论新媒介时代的“媒介控制”,余志为;,重庆大学美视电影学院;,2015
“总体样本”与“个体故事”:数据新闻的叙述策略,王强;,四川大学文学与新闻学院;闽南师范大学新闻传播学院;,2015
大数据时代电视媒体的转型运营之道,李海峰;,宁波大学人文与传媒学院;,2015
广播电视宣传管理研究的扛鼎力作——读聂辰席主编《广播电视宣传管理创新研究》,罗自文;,中国青年政治学院新闻传播学院;,2015
大数据时代互联网金融发展对策研究,杜永红;,西京学院;,2015
上海自贸试验区事中事后监管制度创新:构建“四位一体”大监管格局,蒋硕亮;刘凯1;,上海财经大学公共经济与管理学院;上海财经大学组织部;,2015
互联网金融模式下的余额理财用户投资行为分析,邢丘丹;解建丽;张宁熙;,陕西师范大学国际商学院;西安电子科技大学机电工程学院;,2015
促进科技和金融结合试点的实践浅析及启示,国丽娜;,中国科学技术大学;科技部科技经费监管服务中心;,2015
大数据时代电子公共服务领域的个人数字身份及保护措施,谢刚;冯缨;李治文;李文鹣;,江苏大学管理学院;,2015
论大数据在环境治理领域的运用,李娜;田英杰;石勇;,中国科学院虚拟经济与数据科学研究中心;中国科学院大数据挖掘与知识管理重点实验室;,2015
大数据时代环境保护的国际经验及启示,陈刚;蓝艳;,中国-东盟(上海合作组织)环境保护合作中心政策研究部;,2015
上帝、数据和故事,陈彩虹;,NA,2015
地方法制节目的移动互联网和大数据应用,高玉才;王梓名;,巴中市广播电视台;四川大学华西第二医院;,2015
从绩效问责到宏观调控工具——2003-2014年国外政府绩效评估综述,尚虎平;钱夫中;,苏州大学政治与公共管理学院/江苏省新型城镇化与社会治理协同创新中心;审计署驻兰州特派办;,2015
被遗忘权的演化进程研究,王茜茹;相丽玲;,黑龙江大学信息管理学院;山西大学经济与管理学院;,2015
《数字时代知识发现海牙宣言》述评与借鉴,赵力;,天津科技大学法政学院;,2015
大数据时代:意见传播还是意义传播——基于哲学视角的隐私权研究,黄稼辉;,武汉大学哲学学院;,2015
大数据环境下学习资源元模型的研究与应用,张吉先;单永刚;虞江锋;陈东毅;尹学松;,浙江广播电视大学;,2015
基于移动学习的O2O翻转课堂设计与应用研究,余燕芳;,浙江广播电视大学开放与远程教育研究院;,2015
学习分析在高校教学创新实践的解决策略,熊秋娥;张小红;,南通大学;,2015
企业代码制度的国际经验与创新模式,马海涛;张翔建;,西北政法大学国际法学院;上海财经大学区域经济研究所;,2015
国家、地区媒体形象的数据挖掘——基于认知心理学与计算机自然语言处理技术的视角,葛岩;赵海;秦裕林;陈长阁;何俊涛;徐剑;卢嘉杰;李晓静;,上海交通大学媒体与设计学院;凯原法学院;上海交通大学计算机科学与工程系;上海交通大学社会认知与行为科学研究院;,2015
创建青年学者互动、主编青年互动的新平台——2015全国(国家社科基金项目)青年学者研究思路论坛述评,周萍;,华东师范大学学报编辑部;,2015
大数据时代城市治理:数据异化与数据治理,陈万球;石惠絮;,长沙理工大学马克思主义学院;,2015
大数据和物联网在国外城市治理中的前沿应用:公共价值促生的可操作化,李一男;,兰州大学管理学院;,2015
大数据视野下统计数据质量演变的信息回归、分布与趋势,刘军华;,西安财经学院统计学院;,2015
非财务信息披露、管控能力和企业业绩,汤谷良;栾志乾;,对外经济贸易大学商学院;,2015
关于加强地方新型智库建设的几点思考,张述存;,山东社会科学院;,2015
新闻产生机理观察:从精确到数据,黄骏;,武汉市社会科学院政治处;,2015
私域信息资源公益性开发策略研究,赵生辉;,西藏民族大学管理学院;,2015
“大数据”时代图书馆生态系统的解构与重构,胡文静;沙勇忠;郭玮;,兰州大学图书馆;,2015
小数据思维驱动下的数字文化治理路径探析,孙红蕾;郑建明;,南京大学信息管理学院;,2015
我国网络舆论研究的知识图谱与研究主题——基于CNKI(1998—2014)的数据分析,汤景泰;,暨南大学新闻与传播学院;暨南大学微媒体研究中心;,2015
基于小数据的图书馆个性化推送服务与服务质量保证研究,陈臣;马晓亭;,兰州商学院信息工程学院;,2015
基于知识协同的大数据知识处理模型的设计,王敬东;李佳;,东北电力大学信息工程学院;中国科学院文献情报中心;吉林化工学院信息与控制工程学院;,2015
城市广电媒体拥抱“互联网+”应该加什么——以江苏盐城广播电视台为例,尤道远;,江苏盐城广播电视台总编室;,2015
大数据技术驱动下的中国新闻生产方式变革,杨娟;,山东师范大学传媒学院;,2015
开放环境下图书馆敏感大数据保护研究,马晓亭;,兰州财经大学;,2015
传统银行向智慧银行的转变,王卫东;,IBM大中华地区全球企业咨询服务部;IBM大中华地区金融事业部;,2015
企业生态系统社会责任互动:内涵、治理、内化与实现,辛杰;,山东大学管理学院;,2015
国家战略储备应积极开展大数据应用,王妍1;何晓伟;,国家物资储备局物资储备研究所;,2015
基于互联网金融的小微融资概念模型,张维;何枫;熊熊;张永杰;,天津大学管理与经济学部;,2015
