题目T1,作者A1,地址AD,年份YR
教育技术的历史,J.Michael Spector;任友群;郑旭东1;,北德克萨斯州大学信息学院学习技术系;华东师范大学教育学部;华东师范大学教育信息技术系;,2016
高校辅导员职业能力考评体系的构建与分析,何萌;周向军;,山东大学计算机科学与技术学院;山东大学马克思主义学院;,2016
国外社交媒体影响力研究述评——进展与启示,刘济群;,北京大学信息管理系;,2016
基于Drupal的图书馆知识交流共享平台构建,周宇;魏太亮;廖思琴;,南京大学信息管理学院;西南科技大学图书馆;中共四川省委党校图书馆;,2016
国际Data Curation研究与实践发展综述,吴振新;陈瑶;李文燕;付鸿鹄;许丽媛;,中国科学院文献情报中心;中国科学院大学;,2016
基于DCI的社会学数据影响力分析,邢红梅;吕先竞;刘文君;畅佩;程路;,"四川学术成果分析与应用研究中心,西华大学图书馆;",2016
基于W7模型的数据起源本体语义分析,贾君枝;寇蕾蕾;,山西大学经济与管理学院;,2016
新媒体广告的“原生之困”与管理创新,舒咏平;陶薇;,华中科技大学品牌传播研究中心;华中科技大学;湖北民族学院文学与传媒学院;,2016
图书馆读者投诉数据库构建策略研究,陆和建;李杨1;周海晨;徐从平;,安徽大学管理学院;安徽大学专业学位中心;,2016
云计算XaaS在信息资源共享与服务中的应用研究,刘坤锋;陈雨;,武汉大学信息管理学院;郑州升达经贸管理学院图书馆;,2016
大英图书馆馆藏元数据战略报告研究,侯茹;,北京物资学院图书馆;,2016
公共图书馆互联网+服务平台构建初探,李彤彤1;,海南省图书馆;,2016
基于微信服务的高校图书馆读者服务策略研究,周萍;陈雅;,南京森林警察学院图书馆;南京大学信息管理学院;,2016
国内外UGC质量研究现状与展望,金燕;,郑州大学信息管理学院;,2016
大数据时代索引员能力研究,朱晓霄;,上海金融学院图书馆;,2016
大数据条件下图书馆用户情景敏感服务隐私保护问题探析,廖辰刚;张莉娜;,四川师范大学图书与档案信息中心;,2016
基于业务流程再造的软件过程管理研究,王铁牛;,中国人民大学信息资源管理学院;,2016
“互联网+”环境下中国传媒经济的涅槃与重生——2015年中国传媒经济研究的主题与焦点,喻国明;潘佳宝;,中国人民大学新闻与社会发展研究中心;中国人民大学新闻学院;,2016
学术期刊大数据出版研究,赵文义;,长安大学文学艺术与传播学院;长安大学文献资源研究所;,2016
大数据营销视角下广告运作体系的嬗变,奚路阳;程明;,武汉大学新闻与传播学院;,2016
计量经济学与实验经济学的若干新近发展及展望,洪永淼;方颖;陈海强;范青亮;耿森;王云;,厦门大学王亚南经济研究院;厦门大学经济学院;教育部厦门大学计量经济学重点实验室;,2016
共享经济的成因、内涵与商业模式研究,郑志来1;,盐城师范学院商学院盐城金融研究院;,2016
互联网金融的国家战略需求和关键科学问题,叶强;刘作仪;孟庆峰;马涛;张紫琼;熊熊;李建平;文凤华;卢乃吉;郭海凤;李勐;,哈尔滨工业大学;国家自然科学基金委员会;天津大学;中国科学院科技政策与管理科学研究所;中南大学;,2016
土地退化因素数据库管理系统的设计与实现,欧德品;谭琨;张书毕;闫庆武;,中国矿业大学环境与测绘学院;,2016
大数据技术在辽宁环境保护中应用的思考,王威;朱京海;,辽宁省环境监控中心;辽宁省环境保护厅;,2016
区域教育信息化联动发展模式研究,张文德;朱月翠;,福州大学信息管理研究所;,2016
中国MOOCs证书授予及学分认定调查研究,殷丙山;郑勤华1;陈丽1;,北京开放大学远程教育与开放学习研究院;北京师范大学远程教育研究中心/智慧学习研究院;,2016
记录链接理论及应用,徐刚;,天津财经大学统计学系;,2016
社会事实与客观知识的统计建构:统计社会学的视角,吕小康;,南开大学周恩来政府管理学院社会心理学系;,2016
大数据能力对传统企业互联网化转型的影响——基于供应链柔性视角,吉峰;张婷1;巫凡;,中国矿业大学管理学院;,2016
大数据时代新闻出版人才培养的创新,祝兴平;马瑙;,中央财经大学;,2016
大数据开源集成的风险识别与管控定则,蒋洁;孙明宇;许颖;,南京信息工程大学公共管理学院;南京信息工程大学中意网络侵权研究所;,2016
动态环境下的跨系统信息资源管理模式研究,李月;董慧梅;侯卫真;,中国人民大学信息资源管理学院;,2016
近3年国际科学数据共享领域新进展,邱春艳;黄如花;,曲阜师范大学传媒学院;武汉大学信息资源研究中心;,2016
基于第四范式的智能化信息服务方案,徐大勇;,江汉大学图书馆;,2016
基于“大数据”的图书馆应用系统平台设计思路,陈雪樵;李黎;毛小雪;温立;,四川省图书馆;,2016
数字化时代出版业组织变革趋势浅析,任萍;,NA,2016
移动互联网时代下高校图书馆学科服务,赵宁;张玲;唐振宇;,哈尔滨工业大学;,2016
基于博弈关系与碳排放约束的中国省际能源效率评价,王婷婷;,华侨大学数量经济研究院;统计学院;现代应用统计与大数据研究中心;,2016
珠三角世界级城市群建设路径创新,李震;刘品安;,广东省社会科学院宏观经济研究所;,2016
大数据时代宏观经济仿真系统的框架构造,欧阳汉;,厦门大学经济学院;贵州师范大学数学与计算机科学学院;,2016
基于STAR-CoPula模型的大数据指数风险相关性测度,马薇;张卓群;王元晔;,天津财经大学理工学院;,2016
互联网金融对中国期货市场发展的影响与对策研究,夏步刚;石松;马莉;,上海期货交易所博士后科研工作站;复旦大学;平安养老保险股份有限公司;,2016
行政垄断与要素价格扭曲——基于中国工业全行业数据与内生性视角的实证检验,陈林;罗莉娅;康妮;,暨南大学产业经济研究院;广州市自由贸易试验区研究基地;汇添富基金管理有限公司;,2016
面向SNS大数据的捕获移出模型抽样估计,米子川;李毅;,山西财经大学统计学院;,2016
“一带一路”倡议下中国纺织业国际化研究——风险控制和协同发展,何涛;姜宁川;王歆;,成都纺织高等专科学校;,2016
中国术语翻译研究探微——张柏然教授访谈录,陶李春;张柏然;,南京大学外国语学院;南京邮电大学外国语学院;,2016
“互联网+”时代的公共管理学科,米加宁;贾妍;邱枫;,哈尔滨工业大学管理学院;,2016
大数据时代与行政权力运行机制转型,王万华;,中国政法大学;,2016
政府在大数据隐私保护中的职能重塑,王泽群;,华东政法大学科学研究院;,2016
国内外政府数据开放现状比较研究,杨瑞仙;毛春蕾;左泽;,郑州大学信息管理学院;,2016
论大数据时代背景下我国检务公开信息化平台建设,吴俊明;高丽;,安徽师范大学;,2016
论在线学习范式的变迁:从自主学习到自适应学习,吴南中;,重庆广播电视大学;,2016
欧美国家知识发现与数据挖掘过程模型研究及其教育领域应用启示,吴兰岸;刘延申;刘怡;,华中师范大学国家数字化学习工程技术研究中心;玉林师范学院物理科学与工程技术学院;华中师范大学教育信息化研究中心;,2016
美国幼儿饮食营养教育的实施背景与形式及对我国的启示,陈旭微;,浙江温州大学教师教育学院;,2016
“互联网+价值链”:农村内生金融新模式,陈红;高阳;,东北林业大学经济管理学院;,2016
基于新认知观的“在线校园”管理模式探究,詹立彩;孟世敏;,福建广播电视大学科研处;东方潜能脑认知结构成像实验室;,2016
大数据视角下的高职院校就业工作创新研究,温雷雷;,浙江经济职业技术学院招生就业处;,2016
物联网背景下统计信息化的发展趋势,薛洁;赵志飞;,杭州电子科技大学经济学院;杭州海康威视数字技术有限公司;,2016
大数据在高校网络舆情应急处置中的应用探讨,徐萍;,湖南涉外经济学院;,2016
微信圈层中的思想政治教育话语权:表现境遇及提升路径,陈伟;熊静;,上海体育学院经济管理学院;,2016
大数据时代高校信息公开:问题及其对策,赵培云;郑春辉;,辽宁工程技术大学图书馆;哈尔滨工业大学媒体技术与艺术系;,2016
基于网络搜索量和混合频率模型的经济变量预测研究,袁铭1;,天津财经大学统计系;,2016
大数据背景下网络借贷的信用风险评估——以人人贷为例,柳向东;李凤;,暨南大学经济学院;,2016
田径运动节奏研究的新进展与专项基础剖析,解正伟;,广州体育学院体育教育系;,2016
时空征服和感知重组——虚拟现实新闻的技术源起及伦理风险,邓建国;,复旦大学新闻学院;,2016
大数据技术支持下的竞争情报净化系统模型构建,徐海宁;孙忠林;,山东科技大学信息科学与工程学院;,2016
融合语义和时间因子的微博检索,王李冬;吕明琪;,杭州师范大学钱江学院;浙江工业大学;,2016
大数据环境下行业高校图书馆面向企业情报服务模式研究,李嘉璐;,中国民航大学图书馆;,2016
我国图书情报学跨学科知识转移态势研究,徐晴;,武汉大学信息管理学院;,2016
基于Web3.0的信息共享空间构建,田梅;,新乡医学院管理学院;新乡医学院卫生信息资源研究中心;,2016
计算传播学的起源、概念和应用,王成军;,南京大学新闻传播学院;,2016
国外智慧旅游商业模式研究及对国内的启示,周波;周玲强;,浙江大学管理学院旅游管理系;,2016
吴氏三维信用理论在科技信用评价中的应用,吴晶妹;薛凡;,中国人民大学财政金融学院;,2016
大数据技术下企业无形资产的辨认与确认,李昕旸;,北京大学软件与微电子学院;,2016
基于CAS理论的云创新模式,王洪生;张玉明;,山东农业大学经济管理学院;山东大学管理学院;,2016
耕地保护补偿区域间分配的指标体系构建与实证——以福州市为例,周小平;李晓燕;柴铎;,北京师范大学政府管理学院;中央财经大学中国财政发展2011协同创新中心/政府管理学院;,2016
行政伦理失范的哲学反思与技术解决,温郁华;,山西大学哲学社会学学院;,2016
第十次全国生存分析和应用统计研讨会学术简述,李勇1;张琴芳;张敏1;,重庆工商大学数学与统计学院;云南财经大学统计与数学学院;,2016
生物统计的研究进展与挑战,李扬;赵青;马双鸽;,中国人民大学统计学院;中国人民大学统计咨询研究中心;北京生物医学统计与数据管理研究会;Merck Research Laboratories(MRL);美国耶鲁大学生物统计系;,2016
有限混合分布在车险费率厘定中的应用,孙维伟;陈伟珂;,天津理工大学管理学院;,2016
将污染源条码管理纳入环境统计制度的研究,吴琼;赵学涛;杨威杉;,环境保护部环境规划院;,2016
消费者隐私保护的经济分析与监管思考,李颖灏;左金水;,浙江工商大学工商管理学院;,2016
社会学应该拥抱大数据,孙秀林;施润华;,上海大学社会学院;,2016
大数据时代大学生马克思主义信仰培育的双重境遇与破解之道,陈云云;卫璐琳;,南京财经大学马克思主义学院;宁波大学马克思主义学院;,2016
我国政府数据开放平台建设现状与发展对策研究,杨瑞仙;毛春蕾;左泽;,郑州大学信息管理学院;,2016
我国新媒体版权保护环境问题分析,欧阳斐斐;薛荣;,山西省新闻出版广电局;,2016
大数据时代对司法审判的冲击及其应对——从指导性案例29号切入,孙光宁;,山东大学法学院;,2016
“互联网+”背景下教师评价制度的反思与重构,于成业;,吉林师范大学教育科学学院;,2016
泛在学习环境下基于情境感知的个人学习空间研究,赵慧勤;张天云;王丽;,山西大同大学教育科学与技术学院;,2016
产业金融创新:从跨界到无界——互联网+供应链金融生态报告,赵昕;,中央财经大学金融学院;北京市金融工作局协调处;,2016
大数据时代媒介技术的伦理问责,蒋晓丽;杨珊;,四川大学文学与新闻学院;,2016
教育与其他,文青;,NA,2016
企业商业模式研究现状与发展趋势,兰孝玲;,鲁东大学;,2016
大数据背景下传统媒体与新媒体融合发展战略,陈寿富;,安庆师范大学传媒学院;,2016
网络社会的感性化趋势,刘少杰;,中国人民大学社会学理论与方法研究中心;,2016
融合“MOOC”课程和“翻转课堂”理念优势的信息素养教学模式构建与实践,陈晓红;高凡;何雪梅;,西南交通大学图书馆;,2016
应用大数据技术提升当代高校社会思潮治理能力探析,李昊远;,常州大学江苏省中国特色社会主义理论体系研究基地;中国社会科学院马克思主义学院;,2016
高校学报创新研究的现状与未来走向,钟秋波;罗银科;,四川师范大学社科学报编辑部;,2016
智慧旅游背景下的老年群体出游影响路径与帮扶策略研究,杨蕾;杜鹏;,广东财经大学公共管理学院;深圳大学师范学院;,2016
精确新闻报道与写作——以2015年菲利普·迈耶新闻奖获奖报道为例,潘曙雅;韩春瑶;,中国人民大学新闻学院;,2016
新媒体时代的新影响力传播  第二届“新媒体与大数据”学术沙龙在京举行,章淑贞;,NA,2016
信息资产风险管理研究文献分析,张思佳;张树静;,宁夏大学资产管理处;,2016
基于大数据技术的央行流动性救助工具效果评估,舒天然;,湖南大学金融与统计学院;,2016
工程化视角下的情报工作方法论研究:理论模型的构建,唐晓波;魏巍;,武汉大学信息资源研究中心;武汉大学信息管理学院;,2016
我国竞争情报系统模型构建研究综述,杨洋;陈立军;张莹1;,吉林大学管理学院;吉林大学网络中心;吉林省幽默与笑话杂志社有限责任公司;,2016
移动视觉搜索:“互联网+”时代数字图书馆信息检索新模式,刘喜球;张兴旺;,吉首大学图书馆;中山大学资讯管理学院;桂林理工大学图书馆;,2016
基于智能家居的智慧图书馆数据层建设,凌征强;黄辉;,广东省外语艺术职业学院图书馆;广东农工商职业技术学院图书馆;,2016
大数据时代商务汉语教材出版的困境与策略,姜国权;,首都师范大学国际文化学院;,2016
基于“互联网+”的图书馆未来发展新趋势,王东波;,曲阜师范大学图书馆;,2016
基于小数据的图书馆知识社区构建研究,牛勇;,兰州大学图书馆;,2016
“互联网+”减法思维模式下的图书馆服务与重构,张革联;,陕西省图书馆;,2016
泛大数据概念下的高校图书馆馆员再定位研究,査珊珊;陆志民;,华东师范大学;,2016
急需关注创新治理的数字化转型,张于喆;,国家发展和改革委员会产业发展研究所;,2016
对外大型公共投资项目的动态监测与决策体系,吕臣;林汉川;,对外经济贸易大学国际商学院;,2016
大数据征信的隐私风险与应对策略,王勇;王蒲生;,清华大学科技与社会研究所;清华大学深圳研究生院;,2016
工业大数据对智慧云制造的推动与创新,孙立;,盐城工学院经济学院;,2016
科技型中小企业融资与云信用评价模式构建,张玉明;王孚瑶;,山东大学;,2016
基于百度地图热力图的城市空间结构研究——以上海中心城区为例,吴志强;叶锺楠;,同济大学;同济大学建筑与城市规划学院;华东建筑设计研究院有限公司;,2016
大数据方法与中国哲学思维的关系及其影响,余志为;,重庆大学美视电影学院;,2016
区域化党建:困境与进路,赵淑梅;,中国人民大学马克思主义学院;,2016
大数据环境下隐私保护的行政立法研究,王泽群;,华东政法大学科学研究院;,2016
大数据时代基层党组织治理面临的挑战与对策研究,高旭;曾小锋;,华东师范大学政治学系;,2016
数字时代教师学习观的变革,何菊玲;,陕西师范大学教育学院;,2016
自媒体时代高校培育社会主义核心价值观的困境与创新,谢俊;,重庆邮电大学马克思主义学院;,2016
中美图书情报专业研究生教育中数据管理项目的发展状况研究,段宇锋;步坤;,华东师范大学工商管理学院;,2016
高水平职业足球运动员比赛技战术表现特征研究——以西班牙男子足球甲级联赛为例,杜春杰;刘鸿优;,华南师范大学职业教育学院;华南师范大学体育科学学院;,2016
微博大型体育赛事的传播路径研究,李芳1;,沈阳体育学院体育人文学院;,2016
我国高水平女子篮球运动员体能与技术的测试与评价,岳冀阳;崔鲁祥;魏香明;郑守吉;,"广州体育学院运动训练系;沈阳体育学院;台湾""中国文化大学"";",2016
信息生态理论在竞争情报服务体系构建中的应用研究,郭华;史健勇;曹如中;秦迎林;,上海工程技术大学图书馆;上海工程技术大学管理学院;,2016
基于分布式大数据的图书馆服务创新模式探索,高群;,江南大学图书馆;,2016
依托大数据构建京津冀高校图书馆协同发展平台,张丽娜2;邹丹丹;张广科;,河北科技大学图书馆;北京控制工程研究所;,2016
海量文本信息的价值评估模型及算法——以新浪微博为例,高锡荣;张红超;,重庆邮电大学经济管理学院;,2016
大数据时代我国文献计量应用研究现状及对策,朱锁玲;唐惠燕;倪峰;陈蓉蓉;施文;,南京农业大学图书馆;,2016
室内定位技术在高校图书馆中的应用前景研究,王文韬1;谢阳群;,武汉大学信息管理学院;淮北师范大学校长办公室;,2016
大数据时代图书馆数字资源长期保存问题研究,刘晓英;,中南大学图书馆医学分馆;,2016
情报学的创新与发展——第五届全国情报学博士生论坛会议综述,侯振兴;朱庆华;袁勤俭;,南京大学信息管理学院;兰州财经大学信息工程学院;,2016
移动云计算联盟数据资产评估方法研究,翟丽丽;王佳妮;,哈尔滨理工大学管理学院;哈尔滨理工大学高新技术产业发展研究中心;,2016
大数据时代县域O2O电商平台设计,徐恺英;盛盼盼;窦平安;,吉林大学管理学院;,2016
学术期刊专题化发展的态势、动因和路径——基于大数据时代,杨志辉;,南京审计大学期刊社;,2016
大数据环境下基于微信的图书馆服务框架研究,孔云;资芸;杨婷;常彦峰;薛秀珍;,昆明理工大学;,2016
征信与互联网金融风控,蒋庆军;,算话征信;,2016
着力打造智慧城市——第79期“经济每月谈”综述,景春梅;,中国国际经济交流中心信息部;,2016
江苏省扶贫小额贷款问题研究,唐文浩;何军;,南京农业大学公共管理学院;南京农业大学经济管理学院;,2016
旅游虚拟品牌社群影响网络品牌行为忠诚的作用机理研究——基于心流体验的分析视角,王跃伟;陈航;黄杰;张春雨;王婷婷1;,辽宁大学商学院;沈阳理工大学经济管理学院;国家海洋环境监测中心;武汉大学经济与管理学院;,2016
工业4.0视野下的知识产权限制分析:一个文献综述,刘迪;,同济大学法学院;同济大学浙江学院;,2016
大数据与宏观调控创新,魏颖;,国家信息中心;,2016
浅析大数据时代高管行为对会计信息披露质量的影响及相关建议,冯阳;,辽宁大学商学院;,2016
基于大数据样本的银行异常账户监测方法,秦学志;李静一;,大连理工大学管理与经济学部;,2016
“隐私—数据收集”问题的两难分析——基于斯皮内洛道德分析框架的视角,吴文清;杨小爱;,山西大学哲学社会学学院;山西大学科学技术史研究所;太原科技大学哲学研究所;,2016
创新驱动背景下构建粤港澳区域物流体系之探讨——政府与物流企业价值链资源协同视角,王术峰;龙镇辉;田苗;,广东白云学院管理学院;肇庆学院经济与管理学院;,2016
天津盘山景区客源空间结构短期动态变化分析,段莉琼;宫辉力;刘泽华;李云鹏;李勇永;,首都师范大学资源环境与旅游学院;国家旅游局信息中心;南京大学地理与海洋科学学院;首都经济贸易大学工商管理学院;,2016
基于互联网技术的账并系统在天津港的应用,张凤路;,天津港股份有限公司;,2016
大数据时代英语自主学习体系的特点、问题和对策,张慧丹;,中国音乐学院;,2016
探索文化领域供给侧与消费侧协同改革:政策与技术路径,傅才武;曹余阳;,武汉大学国家文化发展研究院;,2016
大数据对当代中国史研究的挑战,王冠中;,首都师范大学政法学院;,2016
政府数据开放:历史、价值与路径,谭海波;张楠1;,清华大学公共管理学院;,2016
大数据时代社会治理的路径——基于社会冲突视角,宋立楠;王岳龙;,河北省盐山县政府;中央党校;,2016
论大数据与国家意识形态治理方略,郑元景;,福建农林大学马克思主义学院;,2016
城市危机管理粗放化现状与精细化转型研究,张英菊;,中共大连市委党校应急管理教研部;,2016
回溯与展望技术在教育教学中的角色——NETP2016对我国教育信息化建设的启示,武滨;左明章;,华中师范大学;,2016
大数据时代给研究生思想政治教育带来的启示,张颖;刘兴国;,北京科技大学研究生工作部;,2016
体育品牌传播中的大数据应用策略,李峰;张德胜;,广东技术师范学院;武汉体育学院新闻传播学院;,2016
中国数据新闻实践的前沿——基于中国首届数据新闻大赛作品的实证研究,陈积银;,西北师范大学传媒学院;,2016
煤炭大数据指数编制及经验模态分解模型研究,米子川;姜天英;,山西财经大学统计学院;,2016
大数据视域下国内图书出版研究综述,李琳;,安徽少年儿童出版社;,2016
基于大数据的图书馆与出版社跨界合作,张钰梅;,湖南图书馆;,2016
数据技术、数据资产与数据价值——大数据时代传统出版业的三重变奏,李红祥;吴佳珅;,衡阳师范学院新闻与传播学院;中国人民大学新闻学院;科技日报社新闻中心;,2016
大英图书馆馆藏元数据战略解读及启示,吕游;,东北农业大学图书馆;,2016
跨屏受众收视行为测量:现状、问题及探讨,刘燕南;张雪静;,中国传媒大学受众研究中心;中国传媒大学;,2016
基于网络主权的国家竞争情报研究:内涵、动因与机理,蔡蓉英;张志华;张凌轲;,湖南警察学院思想政治理论教学部;湖南警察学院基础课部;中国人民公安大学国际警务执法学院;,2016
可持续发展的科研数据管理信息基础设施研究,王璞;,上海海事大学图书馆;,2016
面向用户服务的美国政府开放数据研究及启示——以美国Data.gov网站为例,汪庆怡;高洁;,天津师范大学;,2016
基于加权借阅网络的个性化推荐算法与实现,袁虎声;赵洗尘;,深圳大学城图书馆;,2016
扩散与增值:品牌传播路径的嬗变与价值审视,段淳林;闫济民;,华南理工大学新闻与传播学院;,2016
我国图书情报研究的网络学术资源利用特征与趋势探究——基于四种权威期刊2010-2014年的引文分析,盛东方;孟凡赛;,南京大学信息管理学院;,2016
“互联网+”视角下的图书馆科学数据服务研究,黄鑫;邓仲华;,武汉大学信息管理学院;,2016
大规模古籍文本在中国史定量研究中的应用探索,欧阳剑;,广西民族大学图书馆;,2016
京津冀企业发展指数测度与分析,卢燕;祝尔娟;叶堂林;,河北经贸大学;首都经济贸易大学;,2016
大数据下的银行审计思维,郑志元;,中国农业银行审计局上海分局;,2016
基于网络搜索数据的区域经济预警研究,李方一;肖夕林;刘思佳;,合肥工业大学管理学院;,2016
中国城市休闲时空行为研究前沿,赵莹;柴彦威;桂晶晶;,中山大学旅游学院;北京大学城市与环境学院;阿尔伯塔大学;,2016
基于上市大数据企业的经营绩效与研发投入关系研究,张铁山;邓新策;,北方工业大学;,2016
大数据审计职业能力建设,傅红英;,浙江金融职业学院;,2016
国际基于时间地理学的旅游者行为研究探索与实践,丁新军;吴佳雨;粟丽娟;王女英;,唐山学院经济管理系;北京大学城市与环境学院;,2016
基于杠杆值大数据集抽样的异常点诊断,晏振;戴晓文;田茂再;,广西师范大学数学与统计学院;中国人民大学应用统计科学研究中心统计学院;兰州财经大学统计学院;新疆财经大学统计与信息学院;,2016
应聘者非言语信息对面试官评分的影响:解释、测量和控制,张伟1;徐建平;,"北京师范大学心理学院,应用实验心理北京市重点实验室;",2016
城镇职工医保基金结余问题与基金费用给付模式协同研究——基于某省W区的实证研究,陈剑芳;,福建省莆田市城厢区审计局;,2016
论统计学在科学证据报告中的应用,王元凤;于颖超;吴桂玲;,"2011计划司法文明协同创新中心;证据科学教育部重点实验室,中国政法大学证据科学研究院;",2016
自媒体语境下摄影新表征探究,宋毅;,NA,2016
新常态下推进“互联网+政务服务”建设研究——以浙江省政务服务网为例,张丽丽;,浙江大学公共管理学院;中国计量大学;,2016
数据跨境流动与数据主权研究,吴沈括;,北京师范大学刑事法律科学研究院;,2016
大数据掀起的教育变革:一波涟漪还是一阵巨浪?,朱珈仪;朱恪钧;,西南石油大学艺术学院;中共四川省委党校公共管理教研部;,2016
中国流浪儿童的流动规律及形成机制研究,张波;,华东师范大学中国城市研究中心暨人口研究所;上海市浦东新区行政学院;,2016
中国公共管理学的发展历程及未来走向——东北大学博士生导师娄成武教授访谈,娄成武;唐鑫;,东北大学;《社会科学家》杂志社;《社会科学家》杂志社编辑部;,2016
大数据时代对我国电子政府的挑战及完善路径,李莉;薛琛;,武汉科技大学文法与经济学院;,2016
提高“互联网+政务服务”质量与水平研究,董立人;,中共河南省委党校;,2016
新媒体时代环境群体性事件的演化机制及治理研究——以“昆明PX事件”为例,卓四清;冯永洲;王博1;,武汉大学经济与管理学院;,2016
全球电子政务发展现状、特点趋势及对中国的启示——《2016年联合国电子政务调查报告》解读,王益民;,国家行政学院电子政务研究中心;,2016
基于MOOC的编程语言自动评测,胡慧;郑立华;高万林;周绪宏;,中国农业大学信息与电气工程学院;上海宏第网络科技有限公司;,2016
“互联网+职业教育”体系架构与创新应用,闫广芬;张栋科;,天津大学教育学院;,2016
中美信息管理学院信息技术课程体系比较研究,洪亮;樊星;王雨娃;,武汉大学信息管理学院;,2016
体育热点事件微传播特质研究——基于微博传播关键节点的实证分析,卢兴;,沈阳体育学院体育人文学院;,2016
新常态发展考核评价体系探究,朱启贵;,上海交通大学上海高级金融学院;,2016
基于知识管理的高校图书馆学科服务探讨,周宇1;,河南职业技术学院;,2016
信令大数据技术在精准营销中的应用,王浩宇;孙启明;胡凯;,北京邮电大学经济管理学院;,2016
大数据背景下传统出版企业的现状及发展策略研究,蔡宾;,中国财政经济出版社;,2016
基于云关联挖掘的物流信息智能分析方法研究,曾奕棠1;张玉峰1;,武汉东湖学院管理学院;武汉大学信息资源研究中心;,2016
突发事件应急信息监测系统中的存储优化研究,李赛;董庆兴;王伟军;,华中师范大学信息管理学院;,2016
信息环境下中国供应链信息管理的演进趋势,郑秀恋;葛宝山;,吉林大学管理学院;吉林财经大学亚泰工商管理学院;,2016
数据挖掘课程的知识体系构建,安璐1;欧孟花;李纲1;,武汉大学信息管理学院;,2016
传统出版社社会化媒体应用情况探析——以网站论坛、豆瓣、微博和微信为例,代幸梅;张志强;,南京大学信息管理学院;南京大学出版研究院;,2016
出版业融合发展的趋势与对策建议,张新新;,地质出版社;,2016
以信息技术为支撑的阅读推广模式研究,王彦力;刘芳兵;杨新涯;,重庆大学图书馆;,2016
大数据时代科学研究新范式的哲学反思,王东波1;,北京工商大学法学院/马克思主义学院;,2016
方法论视野下的计算思维,李廉;,教育部高等学校大学计算机课程教学指导委员会;,2016
“互联网+”时代海洋生态治理综合决策新模式,白福臣;张苇锟;,广东海洋大学;,2016
互联网思维下全过程造价咨询业务对客户满意度的影响机理研究,吴静;杜亚灵;柯洪;柯丹;,天津理工大学管理学院;,2016
基于文献计量的中国创新地理研究进展,廖倩;吕拉昌;黄茹;,首都师范大学资源环境与旅游学院;首都师范大学北京城市创新与发展研究中心;,2016
土地系统多级综合观测研究网络建设框架,张衍毓;郭旭东;陈美景;,中国土地勘测规划院;国土资源部土地利用重点实验室;,2016
新媒体时代下音乐教育的发展趋势,滕腾;,福建师范大学;泉州师范学院音乐与舞蹈学院;,2016
从计量史学迈向基于大数据计算思维的新历史学——对当代西方史学量化研究新发展的思考,韩炯;,上海财经大学人文学院;,2016
论大数据时代的儒家慎独工夫何以可能,朱锋刚;,西安电子科技大学人文学院;,2016
全网平台上自制视频柔性治理模式的探索与创新——以建构个人数据资产平台为契机,周笑1;,复旦大学新闻学院;,2016
大数据、隐私权与自由,陈璞;,中国人民大学民商事法律科学研究中心;,2016
机遇、挑战与路径:大数据与党建科学化,郑吉峰;,武汉大学政治与公共管理学院;,2016
论提高党领导发展能力的基本原则和具体路径,卢爱国;吴家庆;,广西师范大学马克思主义学院;湖南师范大学马克思主义学院;,2016
论大数据时代思想政治教育方法的创新,崔建西;邹绍清;,西南大学马克思主义理论研究中心;,2016
大数据在精准扶贫过程中的应用及实践创新,莫光辉;,广西大学公共管理学院;,2016
技术、行动与策略:大数据背景下纪检监察统计变革与创新,刘金程;呼莎莎;,中国矿业大学(北京)文法学院;,2016
大数据时代日本IT人才培养研究,周梦洁;,中山大学医学情报研究所;,2016
大数据支持下的数字教育资源生态建设,刘雅馨;徐超超;王林丽;杨现民2;,江苏师范大学智慧教育学院;,2016
数据智慧:大数据时代教师专业发展新路向,许芳杰;,华东师范大学教育学部;,2016
企业基因研究的方法论与企业基因优化问题研究,龚志民;熊唯伊;,湘潭大学商学院;,2016
规律与因果:大数据对社会科学研究冲击之反思——以社会学为例,刘林平;蒋和超;李潇晓;,南京大学社会学院;,2016
用户对APP推送消息使用意愿影响因素分析,赵延昇;刘佳;,中国科学技术大学管理学院;,2016
面向人文研究的国家数据基础设施建设,刘炜;谢蓉;张磊;张永娟;,上海图书馆;上海对外经贸大学图书馆信息咨询部;上海图书馆系统网络中心开发部;中国科学院上海生命科学信息中心;,2016
大数据时代高校图书馆数据素养教育研究,雷红刚;,江苏经贸职业技术学院图书馆读者服务部;,2016
基于云分类挖掘的物流信息智能分析方法研究,曾奕棠1;张玉峰1;,武汉东湖学院管理学院;武汉大学信息资源研究中心;,2016
大数据时代开放数据的多元价值探析,周丽霞;张良妍;,黑龙江大学信息管理学院;,2016
方志资源知识组织方法研究,赵嘉朱;,中国社会科学院图书馆;,2016
美国NSF资助物流项目的知识图谱分析,梁伟波;,上海海事大学图书馆;,2016
医疗大数据对医院图书馆文献信息服务的影响,沈汧;,上海市儿童医院图书馆;,2016
国民阅读统计转型及大数据融合的方法逻辑——基于阅读焦虑下数据错觉思考,刘军华;,西安财经学院统计学院;,2016
2010-2015年网购相关文献计量与知识图谱研究,王林丽1;张元毓;季美旭;李秋逸;,东北大学工商管理学院;东北大学秦皇岛分校管理学院;,2016
基于大数据技术的资源发现平台构建——以国家图书馆“文津搜索”系统为例,张红超1;,国家图书馆;,2016
